case_number,source_file,charges,events,likely_felony,reason
CR-23-682739-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,DISM OTHER | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,DISM OTHER | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,DISM OTHER | INDICT,2925.11.A,DRUG POSSESSION,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS,DISM OTHER | INDICT,451","05/19/2025,CASE DISMISSED | 01/04/2024,INTERVENTION IN LIEU OF CONVICTION | 12/07/2023,PRETRIAL HELD | 11/29/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 11/01/2023,PRETRIAL HELD | 07/10/2023,INDICTED ORIGINAL | 02/20/2023,ARRESTED",True,indicted
CR-23-682760-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.B,RESISTING ARREST,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","02/21/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 10/10/2023,PRETRIAL HELD | 09/11/2023,PRETRIAL HELD | 08/21/2023,PRETRIAL HELD | 08/07/2023,PRETRIAL HELD | 07/21/2023,INDICTED BINDOVER | 07/12/2023,FIRST APPEARANCE | 07/11/2023,CPD EDC SET | 07/08/2023,BINDOVER CIF#CI239706AO | 07/06/2023,ARRESTED",True,indicted
CR-23-682764-A,2023_cases_comprehensive.csv,"INDICT,2919.27.A(1),""ATTEMPTED, VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.27.A(1),""VIOLATING PROTECTION ORDER, CONSENT AGREEMENT, ANTI-STALKING"",NOLLE | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2919.22.A,ENDANGERING CHILDREN,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMAGING,NOLLE | INDICT,2921.31.A,OBSTRUC","09/28/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 08/15/2023,PRETRIAL HELD | 07/12/2023,INDICTED BINDOVER | 07/06/2023,BINDOVER CIF#CI230530BR | 07/04/2023,ARRESTED",True,indicted
CR-23-682767-A,2023_cases_comprehensive.csv,"INDICT,2903.02.A,MURDER,FND N/GLTY - JURY | INDICT,2903.02.B,MURDER,FND GLTY - JURY | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,FND GLTY - JURY | INDICT,2903.11.A(1),FELONIOUS ASSAULT,FND GLTY - JURY | INDICT,2903.11.A(2),FELONIOUS ASSAULT,FND GLTY - JURY | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,FND GLTY - JURY | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,FN","11/28/2023,PRETRIAL HELD | 11/14/2023,PRETRIAL HELD | 10/11/2023,FINAL PRETRIAL HELD | 07/24/2023,PRETRIAL HELD | 07/14/2023,INDICTED ORIGINAL",True,indicted
CR-23-682818-A,2023_cases_comprehensive.csv,"INDICT,2909.05.B(2),VANDALISM,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.A,RESISTING ARREST,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","08/14/2023,PRETRIAL HELD | 07/31/2023,PRETRIAL HELD | 07/20/2023,INDICTED BINDOVER | 07/13/2023,FIRST APPEARANCE | 07/12/2023,CPD EDC SET | 07/11/2023,BINDOVER CIF#CI239732AO | 07/09/2023,ARRESTED",True,indicted
CR-23-682822-A,2023_cases_comprehensive.csv,"INDICT,2911.12.B,""ATTEMPTED, BURGLARY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.B,RESISTING ARREST,NOLLE","03/18/2025,PV HELD | 02/10/2025,PRETRIAL HELD | 07/15/2024,PV HELD | 01/10/2024,PV HELD | 09/21/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/26/2023,PRETRIAL HELD | 07/11/2023,INDICTED ORIGINAL",True,indicted
CR-23-682824-A,2023_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2923.24.A,POSSESSING CRIMINAL TOOLS,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","11/19/2024,PV HELD | 11/21/2023,PRETRIAL HELD | 10/03/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/28/2023,PRETRIAL HELD | 08/14/2023,PRETRIAL HELD | 07/11/2023,INDICTED ORIGINAL | 04/25/2023,ARRESTED",True,indicted
CR-23-682841-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2913.02.A(1),THEFT; AGGRAVATED THEFT,PLD GLTY- N/C - IND @ P/T | INDICT,2921.13.A(03),FALSIFICATION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","04/16/2024,PRETRIAL HELD | 03/18/2024,PRETRIAL HELD | 09/27/2023,PRETRIAL HELD | 09/05/2023,PRETRIAL HELD | 07/12/2023,INDICTED ORIGINAL | 06/06/2023,ARRESTED",True,indicted
CR-23-682865-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A,FELONIOUS ASSAULT (PO),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2921.331.B,""ATTEMPTED, FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER (MV)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2909.05.B(2),VANDALISM,","08/03/2023,INDICTED BINDOVER | 07/12/2023,BINDOVER CIF#CI239715AO | 07/10/2023,ARRESTED",True,indicted
CR-23-682885-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2923.24.A,POSSESSING CRIMINAL TOOLS,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","08/15/2023,PRETRIAL HELD | 08/09/2023,PRETRIAL HELD | 07/25/2023,PRETRIAL HELD | 07/13/2023,INDICTED ORIGINAL | 05/13/2023,ARRESTED",True,indicted
CR-23-682908-A,2023_cases_comprehensive.csv,"INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","11/28/2023,PRETRIAL HELD | 11/09/2023,PRETRIAL HELD | 10/31/2023,PRETRIAL HELD | 08/15/2023,INDICTED BINDOVER | 07/11/2023,BINDOVER CIF#CI230762BR | 07/08/2023,ARRESTED",True,indicted
CR-23-682975-A,2023_cases_comprehensive.csv,"INDICT,2925.03.A(2),TRAFFICKING OFFENSE,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(3),""ATTEMPTED, HAVING WEAPONS WHILE UNDER DISABILITY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2913.51.A,RECEIVING STOLEN PROPERTY,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIA","01/31/2024,FINAL PRETRIAL HELD | 12/18/2023,FINAL PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 11/01/2023,PRETRIAL HELD | 10/18/2023,PRETRIAL HELD | 10/04/2023,PRETRIAL HELD | 09/14/2023,PRETRIAL HELD | 08/30/2023,PRETRIAL HELD | 08/22/2023,INDICTED BINDOVER | 07/18/2023,FIRST APPEARANCE | 07/17/2023,CPD EDC SET | 07/15/2023,BINDOVER CIF#CI239791AO | 07/13/2023,ARRESTED",True,indicted
CR-23-683003-A,2023_cases_comprehensive.csv,"INDICT,2921.32.A(4),OBSTRUCTING JUSTICE,DISM OTHER | INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,DISM OTHER","02/13/2024,CASE DISMISSED | 09/19/2023,PRETRIAL HELD | 08/25/2023,PRETRIAL HELD | 07/27/2023,INDICTED BINDOVER | 07/17/2023,BINDOVER CIF#CI230951BR | 07/13/2023,ARRESTED",True,indicted
CR-23-683014-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),PLD GLTY- N/C - IND @ P/T | INDICT,2903.13.A,ASSAULT,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,4511.19.A(1)(A),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS,PLD GLTY- N/C - IND @ P/T | INDICT,4511.19.A(1)(B),DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL OR DRUGS,NOLLE | INDICT,2909.06.A(1),CRIMINAL DAMA","10/31/2023,PRETRIAL HELD | 10/19/2023,PRETRIAL HELD | 10/12/2023,PRETRIAL HELD | 07/24/2023,INDICTED BINDOVER | 07/20/2023,FIRST APPEARANCE | 07/19/2023,CPD EDC SET | 07/17/2023,BINDOVER CIF#CI230948BR | 07/13/2023,ARRESTED",True,indicted
CR-23-683015-A,2023_cases_comprehensive.csv,"INDICT,2911.13.A,BREAKING AND ENTERING,DISM OTHER | INDICT,2909.05.B(1)(B),VANDALISM,DISM OTHER | INDICT,2909.06.A(1),CRIMINAL DAMAGING,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER","05/05/2025,CASE DISMISSED | 03/19/2024,INTERVENTION IN LIEU OF CONVICTION | 03/11/2024,PRETRIAL HELD | 12/19/2023,PRETRIAL HELD | 12/05/2023,PRETRIAL HELD | 11/02/2023,PRETRIAL HELD | 10/25/2023,PRETRIAL HELD | 09/21/2023,PRETRIAL HELD | 09/08/2023,PRETRIAL HELD | 08/25/2023,PRETRIAL HELD | 07/21/2023,INDICTED BINDOVER | 07/20/2023,FIRST APPEARANCE | 07/19/2023,CPD EDC SET | 07/17/2023,BINDOVER CI",True,indicted
CR-23-683063-A,2023_cases_comprehensive.csv,"INDICT,2921.32.A(3),""ATTEMPTED, OBSTRUCTING JUSTICE"",PLD GLTY- N/C - IND @ P/T","10/04/2023,PRETRIAL HELD | 09/13/2023,PRETRIAL HELD | 08/29/2023,PRETRIAL HELD | 07/26/2023,INDICTED BINDOVER | 07/12/2023,ARRESTED | 07/12/2023,BINDOVER CIF#CI231310BQ",True,indicted
CR-23-683068-A,2023_cases_comprehensive.csv,"INDICT,2903.13.A,ASSAULT (PEACE OFFICER),NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2919.25.A,DOMESTIC VIOLENCE,PLD GLTY- N/C - IND @ P/T","07/16/2024,PV HELD | 09/18/2023,PRETRIAL HELD | 08/31/2023,PRETRIAL HELD | 08/15/2023,PRETRIAL HELD | 07/27/2023,INDICTED BINDOVER | 07/21/2023,FIRST APPEARANCE | 07/20/2023,CPD EDC SET | 07/18/2023,BINDOVER CIF#CI230969BR | 07/17/2023,ARRESTED",True,indicted
CR-23-683086-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","11/16/2023,FINAL PRETRIAL HELD | 10/10/2023,PRETRIAL HELD | 09/18/2023,PRETRIAL HELD | 08/15/2023,INDICTED BINDOVER | 07/19/2023,BINDOVER CIF#CI239823AO | 07/17/2023,ARRESTED",True,indicted
CR-23-683101-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,""ATTEMPTED, DRUG POSSESSION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","07/21/2023,INDICTED ORIGINAL | 04/24/2023,ARRESTED",True,indicted
CR-23-683168-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2903.13.A,ASSAULT (PEACE OFFICER),NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2923.201.A(2),DEFACING IDENTIFICATION MARKS OF FIREARM,","10/26/2023,PRETRIAL HELD | 10/17/2023,PRETRIAL HELD | 10/02/2023,PRETRIAL HELD | 09/18/2023,PRETRIAL HELD | 09/05/2023,PRETRIAL HELD | 08/01/2023,INDICTED BINDOVER | 07/21/2023,BINDOVER CIF#CI231186BR | 07/20/2023,ARRESTED",True,indicted
CR-23-683194-A,2023_cases_comprehensive.csv,"INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2913.03.A,UNAUTHORIZED USE OF A VEHICLE","07/25/2023,INDICTED ORIGINAL | 05/19/2023,ARRESTED",True,indicted
CR-23-683219-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(2),FELONIOUS ASSAULT (PEACE OFFICER),PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.11.A(2),FELONIOUS ASSAULT (PEACE OFFICER),NOLLE | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",NOLLE | INDICT,2925.03.A(2),TRAFFICKING OFFENSE,NOLLE | INDICT,2925.11.A","03/04/2025,PRETRIAL HELD | 02/19/2025,PRETRIAL HELD | 02/04/2025,PRETRIAL HELD | 01/24/2025,PRETRIAL HELD | 12/30/2024,PRETRIAL HELD | 12/19/2024,PRETRIAL HELD | 12/16/2024,PRETRIAL HELD | 12/10/2024,PRETRIAL HELD | 12/05/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/11/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 01/30/2024,PRETRIAL HELD | 01/03/2024,PRETRIAL HELD | 12/13/2023,PRETRIAL HE",True,indicted
CR-23-683229-A,2023_cases_comprehensive.csv,"INDICT,2903.01.E(1),""ATTEMPTED, AGGRAVATED MURDER"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.02.A,""ATTEMPTED, MURDER"",NOLLE | INDICT,2903.11.A(1),FELONIOUS ASSAULT,NOLLE | INDICT,2903.11.A(2),FELONIOUS ASSAULT,NOLLE | INDICT,2923.162.A(3),DISCHARGE OF FIREARM ON OR NEAR PROHIBITED PREMISES,NOLLE | INDICT,2921.331.B,""FAILURE TO COMPLY WITH ORDER,SIGNAL OF POLICE OFFICER"",PLD GLTY- N/C LIO-AMEND @","01/16/2024,PRETRIAL HELD | 12/13/2023,PRETRIAL HELD | 11/29/2023,PRETRIAL HELD | 10/26/2023,PRETRIAL HELD | 09/19/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/24/2023,PRETRIAL HELD | 07/28/2023,INDICTED BINDOVER | 07/25/2023,BINDOVER CIF#CI230968BR",True,indicted
CR-23-683234-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,""ATTEMPTED, DRUG POSSESSION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2921.31.A,""ATTEMPTED, OBSTRUCTING OFFICIAL BUSINESS"",PLD GLTY- N/C LIO-AMEND @ P/T","03/07/2025,PV HELD | 05/20/2024,PRETRIAL HELD | 05/13/2024,PRETRIAL HELD | 05/06/2024,PRETRIAL HELD | 04/29/2024,PRETRIAL HELD | 08/01/2023,INDICTED ORIGINAL | 02/23/2023,ARRESTED",True,indicted
CR-23-683238-A,2023_cases_comprehensive.csv,"INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS","12/12/2023,PRETRIAL HELD | 11/08/2023,PRETRIAL HELD | 10/25/2023,PRETRIAL HELD | 10/02/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/28/2023,PRETRIAL HELD | 08/01/2023,INDICTED BINDOVER | 07/25/2023,BINDOVER CIF#CI239913AO | 07/23/2023,ARRESTED",True,indicted
CR-23-683241-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE | INDICT,2921.13.A(03),FALSIFICATION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.33.A,RESISTING ARREST,NOLLE","07/26/2023,INDICTED ORIGINAL | 05/17/2023,ARRESTED",True,indicted
CR-23-683327-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","12/14/2023,PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 11/28/2023,PRETRIAL HELD | 11/14/2023,PRETRIAL HELD | 11/02/2023,PRETRIAL HELD | 10/19/2023,PRETRIAL HELD | 07/27/2023,INDICTED ORIGINAL | 06/15/2023,ARRESTED",True,indicted
CR-23-683337-A,2023_cases_comprehensive.csv,"INDICT,2903.18.(B)(3),STRANGULATION,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.13.A,ASSAULT,DISMISS P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISMISS P/T","11/21/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 09/14/2023,PRETRIAL HELD | 08/24/2023,PRETRIAL HELD | 08/08/2023,PRETRIAL HELD | 08/02/2023,PRETRIAL HELD | 07/27/2023,INDICTED ORIGINAL",True,indicted
CR-23-683343-A,2023_cases_comprehensive.csv,"INDICT,2921.32.A(1),OBSTRUCTING JUSTICE,PLD GLTY- N/C LIO-AMEND @ P/T","06/26/2024,PRETRIAL HELD | 06/17/2024,PRETRIAL HELD | 05/29/2024,PRETRIAL HELD | 05/20/2024,PRETRIAL HELD | 04/10/2024,PRETRIAL HELD | 03/14/2024,PRETRIAL HELD | 02/28/2024,PRETRIAL HELD | 02/14/2024,PRETRIAL HELD | 02/07/2024,PRETRIAL HELD | 01/17/2024,PRETRIAL HELD | 01/03/2024,PRETRIAL HELD | 12/07/2023,PRETRIAL HELD | 12/04/2023,PRETRIAL HELD | 10/30/2023,PRETRIAL HELD | 10/16/2023,PRETRIAL HE",True,indicted
CR-23-683354-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),""ATTEMPTED, HAVING WEAPONS WHILE UNDER DISABILITY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2913.51.A,""ATTEMPTED, RECEIVING STOLEN PROPERTY"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISMISS P/T","01/17/2024,FINAL PRETRIAL HELD | 12/14/2023,PRETRIAL HELD | 11/30/2023,PRETRIAL HELD | 10/26/2023,PRETRIAL HELD | 09/12/2023,PRETRIAL HELD | 08/15/2023,INDICTED BINDOVER | 07/27/2023,BINDOVER CIF#CI231439BR | 07/26/2023,ARRESTED",True,indicted
CR-23-683355-A,2023_cases_comprehensive.csv,"INDICT,2921.12.A(1),TAMPERING WITH EVIDENCE,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2903.21.A,AGGRAVATED MENACING,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T | INDICT,2923.201.A(2),DEFACING IDENTIFICATION MARKS OF FIREARM,NOLLE | INDICT,2911.21.A(1),CRIMINAL TRESPASS,NOLLE","05/07/2024,PRETRIAL HELD | 04/18/2024,PRETRIAL HELD | 04/03/2024,PRETRIAL HELD | 03/20/2024,PRETRIAL HELD | 03/06/2024,PRETRIAL HELD | 12/21/2023,INDICTED BINDOVER | 07/27/2023,BINDOVER CIF#CI239952AO | 07/25/2023,ARRESTED",True,indicted
CR-23-683391-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(1),HAVING WEAPONS WHILE UNDER DISABILITY,PLD GLTY- N/C - IND @ P/T | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2925.11.A,DRUG POSSESSION,PLD GLTY- N/C - IND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","08/31/2023,PRETRIAL HELD | 08/21/2023,PRETRIAL HELD | 08/08/2023,INDICTED BINDOVER | 07/28/2023,BINDOVER CIF#CI231486BR | 05/29/2023,ARRESTED",True,indicted
CR-23-683426-A,2023_cases_comprehensive.csv,"INDICT,2913.42.A(1),""ATTEMPTED, TAMPERING WITH RECORDS (MV)"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.49.B(1),""ATTEMPTED, IDENTITY FRAUD"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2913.43.A,SECURING RECORDS BY DECEPTION,PLD GLTY- N/C - IND @ P/T | INDICT,2913.43.A,SECURING RECORDS BY DECEPTION,NOLLE | INDICT,2921.32.A(1),OBSTRUCTING JUSTICE,NOLLE","01/25/2024,PRETRIAL HELD | 11/20/2023,PRETRIAL HELD | 10/26/2023,PRETRIAL HELD | 10/12/2023,PRETRIAL HELD | 09/28/2023,PRETRIAL HELD | 08/01/2023,INDICTED ORIGINAL | 06/08/2023,ARRESTED",True,indicted
CR-23-683470-A,2023_cases_comprehensive.csv,"INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","10/24/2023,PRETRIAL HELD | 10/10/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 08/31/2023,PRETRIAL HELD | 08/01/2023,INDICTED ORIGINAL",True,indicted
CR-23-683472-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(3),HAVING WEAPONS WHILE UNDER DISABILITY,  | INDICT,2923.12.A(1),CARRYING CONCEALED WEAPONS,  | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,  | INDICT,2921.33.A,RESISTING ARREST,  | INDICT,2913.49.B(1),IDENTITY FRAUD,  | INDICT,2921.13.A(03),FALSIFICATION","08/01/2023,INDICTED ORIGINAL",True,indicted
CR-23-683478-A,2023_cases_comprehensive.csv,"INDICT,2923.13.A(2),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.12.A(1),CARRYING CONCEALED WEAPONS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.201.A(2),DEFACING IDENTIFICATION MARKS OF FIREARM,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T","02/26/2024,PRETRIAL HELD | 02/06/2024,PRETRIAL HELD | 01/11/2024,PRETRIAL HELD | 12/12/2023,PRETRIAL HELD | 10/03/2023,PRETRIAL HELD | 09/13/2023,PRETRIAL HELD | 08/30/2023,PRETRIAL HELD | 08/01/2023,INDICTED ORIGINAL | 05/29/2021,ARRESTED",True,indicted
CR-23-683481-A,2023_cases_comprehensive.csv,"INDICT,2925.11.A,""ATTEMPTED, DRUG POSSESSION"",PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C - IND @ P/T","10/05/2023,PRETRIAL HELD | 09/20/2023,PRETRIAL HELD | 09/06/2023,PRETRIAL HELD | 08/28/2023,PRETRIAL HELD | 08/01/2023,INDICTED ORIGINAL",True,indicted
CR-23-683489-A,2023_cases_comprehensive.csv,"INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,PLD GLTY- N/C LIO-AMEND @ P/T | INDICT,2923.13.A(1),HAVING WEAPONS WHILE UNDER DISABILITY,NOLLE | INDICT,2923.12.A(2),CARRYING CONCEALED WEAPONS,NOLLE | INDICT,2923.16.B,IMPROPERLY HANDLING FIREARMS IN A MOTOR VEHICLE,NOLLE | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,NOLLE","09/14/2023,PRETRIAL HELD | 08/10/2023,INDICTED BINDOVER | 08/03/2023,FIRST APPEARANCE | 08/02/2023,CPD EDC SET | 08/01/2023,BINDOVER CIF#CI231603BR | 07/31/2023,ARRESTED",True,indicted
CR-23-683542-A,2023_cases_comprehensive.csv,"INDICT,2903.11.A(1),FELONIOUS ASSAULT,DISM OTHER | INDICT,2903.11.A(2),FELONIOUS ASSAULT,DISM OTHER | INDICT,2919.25.A,DOMESTIC VIOLENCE,DISM OTHER | INDICT,2921.31.A,OBSTRUCTING OFFICIAL BUSINESS,DISM OTHER","03/04/2024,CASE DISMISSED | 02/28/2024,FINAL PRETRIAL HELD | 02/07/2024,PRETRIAL HELD | 01/24/2024,PRETRIAL HELD | 01/03/2024,PRETRIAL HELD | 12/07/2023,PRETRIAL HELD | 11/15/2023,PRETRIAL HELD | 10/18/2023,INDICTED BINDOVER | 08/03/2023,FIRST APPEARANCE | 08/02/2023,CPD EDC SET | 08/01/2023,BINDOVER CIF#CI231635BR | 07/31/2023,ARRESTED",True,indicted
